nose_x,nose_y,nose_z,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_x,left_eye_y,left_eye_z,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_x,right_eye_y,right_eye_z,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,left_ear_x,left_ear_y,left_ear_z,right_ear_x,right_ear_y,right_ear_z,mouth_left_x,mouth_left_y,mouth_left_z,mouth_right_x,mouth_right_y,mouth_right_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_x,right_elbow_y,right_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,left_pinky_x,left_pinky_y,left_pinky_z,right_pinky_x,right_pinky_y,right_pinky_z,left_index_x,left_index_y,left_index_z,right_index_x,right_index_y,right_index_z,left_thumb_x,left_thumb_y,left_thumb_z,right_thumb_x,right_thumb_y,right_thumb_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z,left_heel_x,left_heel_y,left_heel_z,right_heel_x,right_heel_y,right_heel_z,left_foot_index_x,left_foot_index_y,left_foot_index_z,right_foot_index_x,right_foot_index_y,right_foot_index_z
596.7098099357406,928.6306748556528,1842.2500702199306,565.8663409969857,900.3962212596728,1879.6304884400606,549.0146528875856,894.1861713524526,1877.106836348978,530.5786852103441,886.2352371536568,1874.6795850313529,598.3547658200404,891.8269926995404,1886.5518479826667,608.2466273773161,877.195017721668,1890.6220689604202,618.4347332900633,857.8639838910527,1895.504152632355,497.81415454253926,806.7152428731388,1869.121569858515,615.1667081351045,773.4526547939429,1893.2522671776394,568.7192670335322,895.8099777003459,1798.30982523863,611.7756343117254,895.2047280375857,1805.7773649755732,560.3971813462936,938.0203509145456,1646.2134097339047,453.2529227084915,1981.534098219537,1826.7715579563958,273.1916261471642,751.0029897285481,1256.5918613036986,1116.1282840307895,2447.328675525402,838.745376930797,748.9083460153028,2478.8445310756715,496.60942141332725,1095.4405358130816,2449.106616569471,819.4712374495385,723.0452554485612,2481.0048792785333,472.4902957494633,1090.834859365509,2449.501860519353,815.1795117517698,740.0535604408901,2479.550086796022,488.3388943628297,1096.7310352569273,2448.996134003055,820.6726933288992,753.3624001605717,2478.410314358748,500.73994879974686,1091.7770852715378,2449.421228376234,816.056333429215,224.56212147605467,1627.3628065608002,986.3164941492265,80.00190353084372,2230.1894967594258,1297.4139090560825,495.7387310868354,2500.5085115093666,260.7104252751094,664.6156105705495,2486.0401511961977,418.0496865664523,283.1027018532396,2518.7129092307496,62.57887493641855,464.1779028361819,2503.215563666035,231.29824178110707,240.8793019755927,2522.341041218386,23.256557712926067,408.600771463321,2507.9732661241574,179.5108126663884,207.33167354841564,2525.2266759996696,-8.004271872066033,381.56335259104594,2510.295765590948,154.3265757895777
569.580986282023,895.959918394405,1846.9383615250492,541.0552221267397,869.100319063267,1886.0671710032677,522.5880172695734,861.3688655712452,1885.2646443584927,505.64766905102664,857.3093891723071,1883.3671151877247,577.5670923938497,863.7736418613683,1891.000141624951,590.8143884001308,855.6641719989804,1893.5077749143927,603.2091695538979,840.2671346987065,1897.20391641892,472.7868956582112,777.7300410411194,1876.9255322817457,603.7850068001974,763.6996459015097,1892.5783624927906,536.2724777308077,848.965752612393,1808.571079760348,583.2854858953795,851.153457250225,1812.5300095133598,399.732663976747,509.3593944212946,1654.0745105977753,700.2371156829155,905.1095988452485,1602.800783252463,269.4821056162628,615.4288270774462,1308.5481866246648,1129.7346716568684,2508.188189595129,823.7993904163715,737.7293188912445,2446.600285458808,505.87603082252116,1060.9880616436658,2360.860766237092,842.07897101253,712.130618977664,2448.8736077188228,480.5264356950053,1052.2363597876035,2361.279250031479,837.7166063836675,706.3491181455926,2382.139791647081,512.621253981174,1191.0271569626182,2668.782411837488,758.7780344706193,742.6429095393866,2446.3540820531653,508.59207623071717,1055.193579886531,2361.7727421993904,840.9583098088705,450.3093561012673,538.1403339419554,969.383554834902,606.2730867617512,742.0531272714873,990.1768952539551,494.5821724079473,2492.186504362054,262.02537028870944,657.4393322817826,2392.978375015776,422.29088177020986,282.37042906614846,2509.2956672893674,63.0823304628173,489.23184740865906,2230.599754772097,204.05711465599086,240.6247187932606,2515.4740731023176,22.998034263113016,409.9922661401156,2500.159837851535,178.85349033073376,162.61922775359588,308.00824552102875,14.001499838991485,391.6611190636495,2244.553733941338,129.47385517799393
544.969440145502,857.2600751355677,1852.1464394649872,522.4073173301497,845.3148693056778,1889.8148911881417,505.67839318763635,839.9909813507393,1889.3150813712948,483.3274906866832,820.6901826916758,1890.2583709217881,554.287735903231,832.1536769125479,1895.2448939064464,559.8282777744831,803.0568444883165,1902.020706028684,569.9700976195957,786.203145520775,1906.4975245979335,459.61218282292185,783.457961183507,1876.0364018231776,561.8111355662106,698.6924513751638,1904.6115060569564,527.2736997681258,852.0956761271914,1808.4573765004166,569.3441823539856,849.9137301166296,1811.5854214494916,366.59972745063357,499.6867202447582,1649.7168627652802,733.0787970753078,746.8500223095082,1575.6595937362408,252.9653859225523,526.6286050434751,1351.331790082861,1102.9590922206912,2388.2303975732343,853.2402854596053,737.1683195303286,2449.482819049882,505.25819328100306,1170.8128712099644,2641.9560759485526,769.5337751546499,711.6264493776696,2451.5875841733123,479.71687093634716,1175.14424437249,2642.1875999849185,765.5328712171246,814.1848873911422,2694.681619404491,433.90975435968903,952.703053664189,2112.9457733828026,915.2467211073275,741.9349788118819,2449.712966887701,508.42101483432594,1172.7057257435026,2643.4968451879163,760.883712161322,478.1265032896103,406.3023291752728,976.7770826209237,685.0437676963196,542.5295487683522,943.4293428306197,493.54121302564334,2488.191349234823,262.68042189156165,680.62084406116,2692.1350733729737,408.2420591231988,282.4839710898431,2504.862011781684,62.95571815571364,602.1444164299517,988.3453572227929,85.68354308756636,241.24052470686755,2532.832270184133,23.57123271218862,410.04395414662747,2496.1881046228204,178.70330091278996,110.15398747471872,0.2250228630615675,2.9003053162646806,438.8336059265283,1033.2450896435132,17.90062249214911
537.6206307180189,860.4562914889797,1849.521983145916,503.7575178238154,814.9327303697645,1892.445169045037,489.7450300968456,813.4461816770292,1891.0074092116463,479.7372270939411,829.7949177248759,1887.143693124936,528.702705592005,788.5940633049167,1901.2025670888152,543.9242811591361,797.2355137812824,1900.913241869624,550.8344257320854,778.193561304311,1905.9378072875281,456.23121766623177,820.0100117519362,1868.2220531926591,533.3081239295458,682.7054746312275,1904.3700089987815,532.4485179190673,888.1205109204383,1800.6893307017767,567.484950323831,878.4672778890358,1803.8972010983334,358.300990411689,581.9605734729224,1647.3792838811999,689.0190474385936,892.1286317274632,1614.4365485992737,209.92642592186246,518.1702490344541,1362.7948298841777,1108.3104685777762,2412.8811695478685,847.2323249625507,816.4408807082096,2660.740202151945,443.6122208929096,988.4023285569479,2175.4767960249305,891.0581331540519,788.7117031251025,2663.2776196888376,427.31599480415036,971.3148865937028,2176.3347209661097,886.1442719697038,634.0406196251046,2171.4714664205962,567.4852919965963,483.7899023101893,1025.0809949375432,1218.1338615833358,818.4633350340775,2658.449689248578,454.9149540180608,975.4236179251341,2170.1014938935045,895.4565581623185,423.14956663772193,574.1687320050634,984.4031301066591,598.7824489720834,759.1740993412636,986.9934151986724,503.752788566012,2550.1925579217627,252.81155716786594,641.224649345687,2188.869037747803,432.7447612150202,286.3770120946215,2574.910108838367,60.46244174807082,659.4291433445165,383.5941961372973,36.384437497737935,240.69482335514954,2516.788316999013,23.142617263956453,401.66932556951167,2555.1393585139535,183.12226102214623,71.27997774492135,297.8315954048391,-42.883129279280055,462.55050723954975,435.3792012472601,-37.41639511707654
537.4800699661128,891.1214884795927,1841.2450572956034,491.1542738528121,812.2497438855564,1889.0556139660087,477.3698060345884,811.7104591699234,1887.247427790801,482.05280362522075,869.016119897821,1877.8541220788798,516.1108793046261,782.8939799327153,1899.1714239028893,545.0206615877389,838.9343870858156,1889.343199449216,551.4693407749025,821.2096664830977,1893.4060880601216,441.26918559779716,825.4294427627009,1864.2603388989965,533.2446210287357,730.1651262176722,1887.9550116415144,522.7795367279147,890.6118629432154,1797.1772675985635,556.694139805224,874.2356342036319,1800.7917653947784,305.6251024820596,520.8079947172915,1650.494266116475,687.4223622881467,803.8385060945972,1605.9476152862173,158.2656438433928,526.9096228394167,1351.7277427635104,1157.5525114520424,2632.0610302604086,793.4615155272004,631.8171506459252,2159.141592679295,589.5748893605133,526.8463991511269,996.04285519613,1193.7417019595441,609.1459556145161,2160.7148567489116,552.0738024728046,455.78745987653537,1000.5494016428655,1187.1104065998816,172.46074502998772,866.7567264587874,893.6241451689611,267.87014282607066,535.4721095892555,1349.3234128682252,640.5588210376094,2161.366047343106,580.7704711577688,476.9550506927037,978.6219592918189,1231.301159762633,398.2458117643512,490.6526647269524,977.058005791036,602.5650435734586,644.4574882118162,967.9837649112002,488.48032752257274,2453.1973413457727,268.2012249642017,536.987972447238,915.67074943274,489.85216576444964,279.64264731940244,2465.137016165178,64.85889485834429,633.4600448777938,698.5099036202417,76.19375789438021,240.49680251362554,2512.379876412392,22.825638612887126,415.66016425026754,2463.2605127305624,175.95102902034444,61.13742818607894,137.16326992476675,-77.39570046957603,448.83079960646535,730.32917056695,-14.847702730420625
521.150111031747,879.9519837652634,1840.7993180095452,485.78710582608244,841.7199751999368,1881.4397787821508,470.5020611334059,840.332702532775,1880.0474366873257,463.3987666437701,862.199233240496,1875.9470452831456,514.9819107395973,818.3154169203491,1889.6085366848008,530.6854871860786,833.0375539206879,1887.2060035507423,537.7319345296597,816.5716980444755,1890.6970398567792,411.3081099005504,788.1638198650153,1866.5928097880433,519.5580726311583,727.1598619431694,1883.8062568008986,496.35385643868256,853.6497968315628,1800.9668719518427,533.2578621910404,832.3811479718801,1805.9210854908451,263.2142763208568,485.49090664681734,1649.6125039645199,671.3685202474236,735.1577098162713,1606.7805344171518,120.91121562851498,503.36119542790436,1344.490914932675,1049.1033152719074,2147.6163676260026,911.9145516212546,144.39182746843116,881.2876105143631,963.7676520190911,343.7707581177155,533.695902956307,1306.7696021802835,134.601200857785,877.3585128664208,870.3724770187492,253.86622746037668,545.3779515922953,1299.401478307325,-28.966586057962253,377.95230599204126,1011.0172364449265,335.9744247250242,712.2078701025149,1294.046066889709,168.15191156784138,898.7696933472107,906.6806982643604,275.225473604781,508.54825061621204,1358.1347542923932,369.2060311569483,445.35436625200737,971.9306699068014,585.8763753844936,571.3863388136713,957.2306657571279,487.7046242747611,2454.1551951305787,268.1576825093391,483.5554514116025,406.8795601365392,508.88248649773635,280.5140732063932,2466.40339484609,64.19078750490826,631.9567073377252,701.6404235435441,85.94113116476875,241.78433021702855,2548.1180729361336,24.057077034218526,414.3499460553971,2463.5592470355587,176.33842427222535,60.2228152567751,92.53990160922066,-89.33334860392641,446.9354513408484,726.2332063138917,-19.191650538820834
495.7111413161312,836.246079974992,1848.8221625161123,469.39803101334246,834.4115081682049,1882.5760098620894,453.4383176537131,833.4044186276061,1880.8342077473367,433.5941863352056,818.6461217357703,1881.6245474385232,500.3817700408152,812.1499098061112,1890.5938312120227,502.33757292477725,782.9566315074339,1896.6502985698298,509.13615778841233,765.3788446298557,1900.551058488233,384.1098564986675,755.5446824358002,1870.0505090196925,487.2065974971917,676.9207329512309,1893.4922024540988,472.28806746828303,821.5219465067125,1807.068755647379,511.533396306102,798.1641208189934,1812.9508858988083,234.90906384662773,488.5783917662598,1648.9440644185042,639.8257373925967,722.9164349600638,1623.0191654800067,92.9200086730329,483.965390749015,1341.3798315048746,782.2998637397307,970.5033254807997,1197.399345433631,-78.84749324635222,353.666026345283,1119.4010355825785,415.3998444030822,725.8423473116856,1248.508785834677,-86.056361725676,345.791837484931,1003.4543933579998,338.480188829163,744.3177335923025,1241.119984537081,20.06350610457511,631.7542619407135,948.2987923774257,334.6325180728002,724.3248189727192,1284.7685188582461,-52.23077621494245,382.9472776589131,1045.3010533548747,352.20044165589434,714.0280799090585,1293.0846566603002,339.14759488918594,466.9680038813586,974.7199556962577,543.2711634498584,588.7143771652355,967.1496011792688,529.935121707602,2711.2406427172887,227.01689763444853,485.76763267245593,638.2161100173494,498.818737475532,296.9515329586974,2757.398748160179,53.688514329069825,639.6960133814691,558.0448643075622,89.35778585861537,240.22603962400237,2502.6921884722424,22.832791993787108,379.52078074004777,2708.7131775578114,194.87954410695363,33.92175482493957,142.94278756863636,-121.77348927123558,452.6023367777588,586.7054363869396,-33.46572482086693
476.26071226932197,805.0649177677005,1857.0668140520377,442.7455417485057,788.7452159850748,1892.6592167030592,427.23946626785414,788.7490618758582,1890.1079162044061,411.4464791488724,786.4125083719642,1888.5380026525324,473.36793218746095,762.9397473737678,1902.4236140578614,479.611078828156,747.8136421771186,1906.0203338367169,485.8431100527419,729.3144965300154,1910.1527473720237,361.23975796792155,728.8861950547878,1875.6210625842057,459.6264002806087,646.5887968372617,1900.6987577663197,452.97106177619924,795.9484566472152,1814.665516945884,491.8295677048729,771.0170955204223,1820.7528424111665,201.37394254001316,456.8540593756855,1653.0647067703808,623.8228149613288,661.384626231022,1626.135423902214,67.31214713363781,475.691219744939,1336.1041640924159,655.7864761792289,436.8906968621903,1322.7932997109258,-6.77951217760447,605.1940500337834,1041.995847663752,397.5338133511475,687.4716541947264,1250.1361655584058,-23.498728167064876,605.6269074925959,941.582646994147,321.51300723747397,710.1394131461049,1242.471834147097,-5.976135440887231,632.1846840588117,952.0482876607551,279.5028046171223,607.3801173995364,1311.5127072946152,14.279903761572129,642.8208125494135,979.995232596507,335.55822177246904,690.9892175696051,1295.0928088283533,323.6998874965226,418.7546816706355,977.1281609912492,532.5986569716194,529.9730686305451,964.7576634901571,440.9834959796556,2157.1275638139678,315.8162853908015,475.08066958740125,650.0226970964407,502.01336960403086,259.48418556290136,2128.8244506086094,77.79073553652165,619.5078153559122,636.0073910068189,108.95196243286713,240.04014769657095,2500.8301492426017,22.254479419421024,457.1128554836821,2180.7511510113736,153.84720076190612,1.9199326116037112,46.82379046715697,-148.82120768602215,443.21875163640067,684.586765503027,-37.24009483327842
459.1621701050393,779.7037326680847,1866.118375929695,422.324331157285,757.8999052556399,1903.1871527404244,407.07178003000166,758.5110188093588,1900.495800059195,392.8124802136698,760.9269236978491,1897.937729088683,452.84708008707617,731.1258501921226,1912.9026027560265,460.38590053073744,721.4194349759999,1915.4037704125221,466.2710798882759,703.3390591567305,1919.346474204874,337.9345905775988,696.7063515000227,1884.2511550915046,437.09110647954765,622.6212545887249,1907.3798631849404,434.24704165062894,765.1096936149139,1824.237789975449,471.1895473611865,738.326394324451,1830.9029745266932,177.09368284213895,437.31696351227674,1657.9380316686083,607.4826199432222,627.258723866474,1632.7412299849923,44.9019520309774,461.95729813276415,1334.545148689557,691.7862036492937,627.3457211916751,1278.3960077894124,-21.033968891551027,596.2861092608335,1036.6512084770945,364.3783120169715,614.1766168958421,1271.4631017110512,-42.86441997276634,607.3472203452797,941.1963687782259,285.9197384961626,641.4873274151252,1261.3340620839735,-50.492356558123745,541.0121079826762,972.113781935549,300.98945635008954,673.2376901864365,1296.8495910539853,3.140879240940861,642.3307955375242,975.2194213237442,286.86971803437274,583.861289850415,1324.570617449022,300.5349283044034,386.75433307351125,979.5361505196148,517.0764163515425,499.8624033989867,969.9501518460945,210.0768094570361,791.6559636928596,539.6351648157357,458.29284739654867,550.9472756735709,512.5074064354454,173.9268660832438,574.8579613820581,130.22544975344226,596.4903010734876,609.6710191062605,106.89285249898032,243.4308987842069,2594.3563626673244,25.555388335442235,629.0836603347851,848.0367712713654,54.85352989867923,25.215454009514694,111.74771301189135,-104.4384430375717,436.6421066770384,705.5166996643211,-52.96969606176471
441.1300425850989,749.695120328191,1878.9611371791734,406.05648895141144,737.2520834483745,1914.470216795736,390.6622282129023,738.6291649485061,1911.6255010154282,373.87248495239356,733.5650684437796,1909.7807774412472,436.1604143321624,710.206270914778,1923.7792526341004,440.35714555368304,690.7793197954255,1927.9081017190701,446.10402528551117,672.9977537507336,1931.6205049593013,319.14080779434676,673.3916099499327,1892.515430699633,416.05615204936595,591.6340562894892,1917.6123471244923,418.72228346300614,739.6331809035426,1835.2217808441408,453.86507217949367,711.8944501507023,1842.8448387870383,160.5442153308817,436.15964068726413,1662.180273495079,590.6152427208725,611.6406351447329,1647.2309796939376,26.22095722522711,452.9787572793503,1338.5607326638233,692.2883702989168,644.5801659533576,1288.5727221580814,-69.83610939628237,486.50262519914406,1065.3635145049643,401.5539891949147,726.9024442107572,1258.902120161395,-90.18229825167215,493.5379890259293,965.7168152135878,329.55625463441197,758.8407301976317,1242.7448407979794,-33.140321473064034,600.6332988920683,953.4148026763208,319.1607158620317,736.2266268456891,1292.1664072175436,-38.70890540015334,532.2461506008683,1001.0358386881513,312.78087808149314,660.8347759634239,1311.0884796091932,276.8269851236066,388.0353014604761,985.6648659221777,498.45690578360455,502.4696569465649,984.9068765919643,103.58250611588774,227.1758325172601,641.2344075879936,456.35768773410206,588.8808874637785,529.2077676371983,141.6990872127129,-74.61680226631613,146.77512272954365,572.2285081074812,511.1822079999463,102.28870435155501,238.72704169070443,2458.1338678580823,21.77589746457288,666.101619158294,219.55324930378893,14.870533468578543,81.95632752710617,293.4176961462417,-35.56307502117622,444.82821916217887,655.1980515388375,-55.39447376098878
