left_hand_wrist_x,left_hand_wrist_y,left_hand_wrist_z,left_hand_thumb_cmc_x,left_hand_thumb_cmc_y,left_hand_thumb_cmc_z,left_hand_thumb_mcp_x,left_hand_thumb_mcp_y,left_hand_thumb_mcp_z,left_hand_thumb_ip_x,left_hand_thumb_ip_y,left_hand_thumb_ip_z,left_hand_thumb_tip_x,left_hand_thumb_tip_y,left_hand_thumb_tip_z,left_hand_index_finger_mcp_x,left_hand_index_finger_mcp_y,left_hand_index_finger_mcp_z,left_hand_index_finger_pip_x,left_hand_index_finger_pip_y,left_hand_index_finger_pip_z,left_hand_index_finger_dip_x,left_hand_index_finger_dip_y,left_hand_index_finger_dip_z,left_hand_index_finger_tip_x,left_hand_index_finger_tip_y,left_hand_index_finger_tip_z,left_hand_middle_finger_mcp_x,left_hand_middle_finger_mcp_y,left_hand_middle_finger_mcp_z,left_hand_middle_finger_pip_x,left_hand_middle_finger_pip_y,left_hand_middle_finger_pip_z,left_hand_middle_finger_dip_x,left_hand_middle_finger_dip_y,left_hand_middle_finger_dip_z,left_hand_middle_finger_tip_x,left_hand_middle_finger_tip_y,left_hand_middle_finger_tip_z,left_hand_ring_finger_mcp_x,left_hand_ring_finger_mcp_y,left_hand_ring_finger_mcp_z,left_hand_ring_finger_pip_x,left_hand_ring_finger_pip_y,left_hand_ring_finger_pip_z,left_hand_ring_finger_dip_x,left_hand_ring_finger_dip_y,left_hand_ring_finger_dip_z,left_hand_ring_finger_tip_x,left_hand_ring_finger_tip_y,left_hand_ring_finger_tip_z,left_hand_pinky_mcp_x,left_hand_pinky_mcp_y,left_hand_pinky_mcp_z,left_hand_pinky_pip_x,left_hand_pinky_pip_y,left_hand_pinky_pip_z,left_hand_pinky_dip_x,left_hand_pinky_dip_y,left_hand_pinky_dip_z,left_hand_pinky_tip_x,left_hand_pinky_tip_y,left_hand_pinky_tip_z
776.5891587471342,2476.4319150989113,522.3898820246067,786.6652519035148,2475.5687156693853,531.7757739162212,790.8371295066643,2475.2090328813924,535.6602165714137,791.2642580240957,2475.1723132761417,536.0576554665256,792.298823374174,2475.083845673868,537.0214606703042,776.6556534243462,2476.42265008276,522.4455674953014,772.3021241263267,2476.799705227587,518.3912457781661,769.876390466407,2477.0067500553882,516.12999163662,768.016334215303,2477.1657290635426,514.3964283457489,768.503273530869,2477.122478991371,514.8520153947932,762.4457898812933,2477.644136696926,509.20939723220755,759.4766243000417,2477.900380414576,506.44174014834425,757.2422868000111,2478.094410253786,504.35957009874693,761.8894102511669,2477.6897001555917,508.6912825987456,756.0775185913678,2478.1902618585073,503.2773909552191,753.7610319012678,2478.390790355668,501.11699213647495,752.1693688589872,2478.5301966288766,499.6323098344998,756.6905787057151,2478.13600828813,503.8488001498391,751.4947271483782,2478.583665241407,499.00834314351863,749.2655036679347,2478.777493301435,496.9304599855451,747.7539635897873,2478.9104759452243,495.5214789745914
764.627568218573,2443.8277014144896,530.7039012869042,774.7743757822362,2443.6659863340824,539.7284272589878,779.1033264836502,2443.580422868799,542.8011623631445,779.782092592812,2443.7095874708825,542.4557907788247,781.0861645745231,2443.5710089599756,542.6570948736129,765.2970505925033,2443.7008250852914,528.3016338604892,761.3961221557347,2444.620358330703,523.2681915561838,759.4230834811995,2444.8455537499985,520.4199667918023,757.9825612476776,2444.569746740413,518.1726871510798,756.9308925346243,2444.5344856240326,520.7484155553142,751.3508465078168,2445.3811088565735,514.0874336362546,748.79147146306,2445.833140005456,510.7924818028564,746.992179010536,2445.730336621792,508.1685415818711,750.212787051941,2445.201345041707,514.6619248060402,744.7503825503896,2446.2952277209656,508.4501905654578,742.8307511488439,2446.609179972277,505.7676509062717,741.6690954611945,2446.355184187148,503.6820489522899,744.996219240041,2445.7904732905836,509.901644393617,740.0220390643163,2446.9192732538136,504.48185596532034,738.0530036669278,2447.410193814551,502.08201497867975,736.8673756618073,2447.365877000404,500.26430130879163
764.6227858840448,2446.3392910280863,530.4137664887497,775.1654961559061,2445.67228919668,538.7716927178262,779.4737309322816,2445.6603905319016,541.8684560196542,779.9349686960821,2445.5891582821196,541.6573936364716,780.9219848370116,2445.693787387553,542.3474698418762,764.515957395781,2446.708625224133,528.5260531382411,760.7472293250064,2446.880424014839,523.7881852432063,758.6403475362258,2447.1180559684167,521.4449177970108,756.9142023017438,2447.629321182716,519.8912427260907,756.4176679618946,2446.7717257349655,520.9727414883007,750.9627051063649,2447.28372559557,514.782195077207,748.3453078445353,2447.5381457017697,512.0148058899815,746.2579232157659,2448.0656780585227,510.09966050525304,749.9722654836845,2446.8612635016743,514.8968111345761,744.8079893496374,2447.1283485402387,508.8410249524225,742.7887190466222,2447.3764603761265,506.62717729821617,741.3090660098899,2447.9463481481152,505.3023406390482,745.0397213179715,2446.933748418336,510.1610736278252,740.3924193035722,2447.080205790676,504.66801361783024,738.5241104189123,2447.198655411074,502.37645994404664,737.1718115890292,2447.6582768721664,501.0586473466337
847.1818023371573,2661.7696761638294,474.1352560695543,855.7614243095048,2658.1341999766614,487.45950710468264,859.0573848499243,2655.97283454061,496.05499583927246,858.5961348974884,2655.4894755041623,500.4604305199392,858.8926916714208,2655.033773615942,504.6095470133309,845.7624825486025,2661.1175234738976,487.29025391773365,838.4206132561758,2660.2640413524014,488.17122864390825,833.6795822572793,2660.340815607441,488.0090916441269,830.0989415790581,2660.9645502769345,487.4486204300031,838.1574322839714,2663.08209408486,479.4458121141696,828.9862412318332,2662.5593121790143,478.5197565387014,823.7575701904777,2662.1787265401194,477.4551314888551,819.7150126210981,2662.4180780983743,476.67107682726964,831.4396074456645,2664.6043261762675,472.8132422632786,822.8111405947748,2663.7811320293627,471.658848440048,818.4262763780171,2663.463985712963,471.3343792969483,815.1361098286759,2663.693992748273,471.3683978324275,825.5931248811289,2665.5990859120047,467.4196349687605,818.2592226162363,2664.61938841282,466.18258397917305,814.2418063582926,2664.017741055455,465.72494348837233,811.2502813680157,2663.8145853074925,465.4009098969026
653.4155110432746,2151.3274604372737,606.7360196682863,665.6959895543253,2155.8194345980114,609.9862330500935,671.4256130746206,2158.5480690884183,605.7458208946433,673.5955716954334,2159.528947950351,599.0533536957005,676.2848879590454,2159.8368997247585,593.9426444909434,656.9048541325254,2152.016186918366,583.5674856991312,657.5394332364193,2155.366700600307,570.710388443666,659.3103731039643,2155.779426277816,564.2830962817155,660.8044735275188,2154.2351685010217,559.728185468193,647.5232387714299,2151.372607011433,576.4201991262988,646.693161666918,2154.095534751199,562.141090114361,647.7314290077558,2155.6691111375953,555.832456790567,649.0097016136818,2155.064326920953,550.6852075199737,640.7839514649778,2150.9258998557366,571.0766557311503,639.4721256784377,2154.7171656146984,558.1788028855314,640.8561245592356,2155.9187843407312,552.3149055862898,642.6087800156511,2154.9676514528687,547.3189651363792,636.3938644202742,2150.9537109372773,567.150412399144,634.4801261700668,2155.0602651119802,556.1884142978231,635.2238633835518,2157.1162296682905,551.1760802083379,636.4926289673859,2157.281747802723,547.2930142906068
146.05540995343043,848.9350522390959,946.8597511075344,171.180373897546,870.7744082565371,919.3278700402615,182.82651801368155,886.8720388136937,883.5567877919582,189.4608636767358,890.8775962201714,849.9334854988626,196.23182200438882,895.3316559234493,824.8345912930091,155.35039096958124,859.7286794663554,837.2009710479427,176.26416212093338,868.8324654404355,792.5514654520266,193.9518859457703,870.1829861904835,774.6133965792142,206.95540185572986,867.8175482777621,765.0694325464116,143.63426999294518,845.9768929578023,831.8159987792526,164.20327031437108,854.7734073482536,787.6983053815503,181.1554952590415,859.5660923129518,772.2500398185354,194.7543611876115,859.9174479849019,761.1879548373726,138.98946567888302,835.2359928680202,829.6547946876655,157.52146598473286,845.6047399553337,789.0087342661524,172.93762546303492,850.3867080867717,772.6787949835131,185.92355961609016,851.225009892131,760.2881839266645,140.54741458414514,827.6225057543753,829.2389051212405,153.89991688790974,838.4537618165647,793.5901261767298,167.35382462605483,844.915239753486,777.7038931965227,178.81162967099075,848.5911020977977,767.7963422951316
-80.89230589899704,310.1673148720478,1083.4452713023109,-48.29967235154693,338.5949143187985,1041.5180557670271,-35.42130524263526,360.79567013081373,996.0041446329087,-29.415595733754657,366.4450273693569,953.3488558803743,-21.8508759462067,374.44705408272876,922.9983563121351,-76.98529156145133,336.4407028418825,950.4654513377981,-50.01431352836438,345.4036691413806,897.2776011286475,-26.24560206484273,347.145179014472,879.32691865107,-8.708274819791841,345.20808546767734,871.7120820448222,-87.35035738943255,310.64438580855665,945.594051451273,-59.65232934568602,320.7191413942016,894.4365923705124,-35.875911003206504,324.59112537208966,879.303256457076,-16.842754719879082,323.4346367893358,869.6233068951997,-88.97041623982314,289.1683342142966,944.2351374214386,-63.36059945635862,299.52700440783855,896.6401769819385,-42.72909637667422,305.2072734869073,879.587516004344,-25.33277087702963,306.70345822839545,868.2320914888409,-83.1224289445902,271.86529991183716,944.5360667906165,-64.13963263257958,281.90366341456496,901.2149937153965,-45.522427910256596,288.21633847485157,882.1232945052717,-29.62401125434321,291.72411515009424,871.3274085549624
3.280595496874302,568.7128892678828,1003.9250774168804,32.77881932746937,598.3330344664134,972.5209464549533,41.87228811360421,617.7256006624439,937.2331392971489,45.76385017097993,622.6572638738115,901.4330017510043,52.95895433563382,630.3108106416121,876.4696876491836,-2.824581945112846,608.028474624201,905.8915729349817,17.05721669125671,615.2047451717792,862.7987972863651,37.26143631790609,616.5923926116318,850.2909895699293,53.12634519541611,612.292083316417,845.2082800028645,-10.127243255571198,577.6281513697354,899.8558694951289,11.166934440082501,585.722821383769,860.0345441845218,32.34122385188133,586.6036270661201,849.5155913871512,50.4804282164665,579.2239950621001,842.4646137340628,-9.611492384607141,550.0392413595812,896.9942889114072,10.386902402533003,557.3988120841235,860.7358213442094,28.223241630709683,561.1093523410152,848.7971156425418,44.301319553444856,557.7639088922975,841.397925767639,-3.507850466498771,526.9685427207945,896.0449284078567,11.228189560455622,533.4902351459315,862.7137745882361,27.05735642485583,536.8172201862423,848.1553418462875,41.862053803751856,534.0870824014221,839.4724042428609
-5.24794135576929,570.7070080466425,996.2768842458631,21.819560982555593,606.378859411281,972.8061944999474,29.232067090116807,625.1184596198375,938.6771973998931,34.69083858567022,627.7837835426151,902.0304333689039,43.120427556325275,633.8300412907419,875.797730604706,-14.825995766116975,617.8291835738968,908.6379434398028,4.595306928503392,624.2391938340793,865.1595888343822,24.442718584656074,625.1782150829449,850.6723501540222,40.62817323749916,619.6820523557905,842.8277102083987,-21.150932637148077,584.4485776183526,901.2512894878814,0.259226956644421,591.0454672044663,863.1517907596369,21.661775790941117,591.6289685237455,851.0451926834108,40.79778639625077,582.1952484584048,841.6641521339691,-19.472062890743484,552.6312784431451,897.6149113157284,1.1285236527735492,557.8590530680377,863.5635430644151,19.718315215368946,560.8913799411748,851.4562383032667,36.84833656241015,555.1525756576325,843.2671101373941,-13.364459466661451,526.5988517713259,896.8045986442147,1.9493747483339954,531.7128595233584,867.2634715650477,17.930480173538072,534.4078743737352,854.4759357624847,33.4151328429664,528.9608629772875,846.2906054903964
-54.81000222602615,468.7347895702198,1026.435450243723,-25.943516485255937,504.83701425273665,1002.8441277518435,-16.91752751810397,524.4266698654109,966.1562107692395,-10.427799613268766,525.5967634857894,927.089958898724,-1.705764310340655,531.0397598303828,899.2788868928184,-62.53762256259439,518.8145104837388,935.8449582386437,-41.560124696500914,523.4608700942148,890.0880595422761,-21.330937744017422,523.7539268286351,873.0972036677316,-5.177126687530713,519.7768166642377,863.1627145120993,-70.4810025973788,485.5449913405099,927.8298585704172,-46.68520011496315,490.51290540872714,888.1681983475413,-24.50445944896399,490.94901742886304,873.7174838387994,-5.142414993262683,483.5190816085724,862.4606555760121,-69.74345637811425,453.18429120621266,923.8335358398374,-46.37954662681183,456.2634932268156,887.7785792668226,-26.481494171725544,458.8385003305603,874.1264486135431,-8.541836466544973,454.09373880159006,864.5233363162023,-64.25246198997559,425.7921202975617,922.6804720505129,-46.411515174820195,429.3445227665506,892.0596830071144,-29.206571258034142,432.04725543023943,878.6521909928055,-13.149969493726433,428.108324176362,870.5277326567631
